Week,Home,Away,HomeScore,AwayScore,Margin,Predicted_Prob,Correct,Vegas,Elo_Diff,QB_Diff,EPA_Diff,HomeRest,AwayRest,HomeTurnovers,AwayTurnovers,Regimes
17,CLE,MIA,3.0,20.0,17.0,0.026345291635108962,True,3.0,-93.82711370757147,-31.57238955017965,-23.05981206893921,7,7,2.0,0.0,"MEDIUM_SPREAD,LATE_SEASON"
17,MIN,GB,27.0,25.0,2.0,0.9388606427909201,True,1.0,55.07752426137222,41.262376121710986,7.458690136671066,7,6,1.0,1.0,"CLOSE_GAME,DIVISION_GAME,LATE_SEASON,MINOR_REST_ADVANTAGE"
17,WAS,ATL,30.0,24.0,6.0,0.962457669368367,True,-3.5,66.0835443235153,47.69402182607223,12.881756246089935,7,7,1.0,1.0,"MEDIUM_SPREAD,LATE_SEASON"
17,SF,DET,34.0,40.0,6.0,0.10261807902506898,True,4.0,-208.1486006783898,-112.24799470494418,-2.8913357257843018,8,8,2.0,0.0,"MEDIUM_SPREAD,LATE_SEASON"
18,BAL,CLE,35.0,10.0,25.0,0.9965738668224697,True,-19.5,227.48376528580752,59.21962042272935,34.78516149520874,10,6,0.0,2.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON,MAJOR_REST_ADVANTAGE"
18,PIT,CIN,17.0,19.0,2.0,0.4755057118099149,True,2.5,5.026683742455816,9.268059401584424,-7.122724413871765,10,7,0.0,1.0,"CLOSE_GAME,DIVISION_GAME,LATE_SEASON,MAJOR_REST_ADVANTAGE"
18,ATL,CAR,38.0,44.0,6.0,0.3750694481001904,True,-7.5,96.09082762737603,27.518211381666333,-3.8803625106811523,7,7,1.0,0.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON"
18,DAL,WAS,19.0,23.0,4.0,0.09840016024997404,True,7.0,-118.34990702722826,-63.739043098352795,-8.51356029510498,7,7,0.0,0.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON"
18,GB,CHI,22.0,24.0,2.0,0.8185299691739063,False,-10.0,181.26843066868128,109.20992155826093,0.17871952056884766,7,10,2.0,2.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON,MAJOR_REST_ADVANTAGE"
18,IND,JAX,26.0,23.0,3.0,0.7262601448332622,True,-3.5,84.53027543734129,5.74164385342192,-1.1162166595458984,7,7,0.0,1.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON"
18,NE,BUF,23.0,16.0,7.0,0.6246354035474788,True,3.0,-265.16911236152623,0.0,4.104678630828857,8,7,1.0,0.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON,MINOR_REST_ADVANTAGE"
18,PHI,NYG,20.0,13.0,7.0,0.9212760882599829,True,-3.0,308.70330485520117,9.390341802429475,2.4231655597686768,7,7,0.0,1.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON"
18,TB,NO,27.0,19.0,8.0,0.9081168432540437,True,-14.5,135.17880820153005,48.16870742283868,14.015941739082336,7,7,1.0,0.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON"
18,TEN,HOU,14.0,23.0,9.0,0.030937406876513716,True,-2.5,-144.01658986098641,-49.75738593714459,-17.383933067321777,7,11,1.0,1.0,"CLOSE_GAME,DIVISION_GAME,LATE_SEASON,MAJOR_REST_ADVANTAGE"
18,ARI,SF,47.0,24.0,23.0,0.9437726731667765,True,-4.5,12.634817042006262,-18.02516231051777,16.480632781982422,8,6,0.0,3.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON,MINOR_REST_ADVANTAGE"
18,DEN,KC,38.0,0.0,38.0,0.997117154749972,True,-10.5,-163.8812738471761,20.28731510679222,44.04676628112793,8,11,0.0,0.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON,MAJOR_REST_ADVANTAGE"
18,LA,SEA,25.0,30.0,5.0,0.19172195527944025,True,7.5,32.79618749841961,-16.227261442912095,-11.132489681243896,8,10,1.0,0.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON,MINOR_REST_ADVANTAGE"
18,LV,LAC,20.0,34.0,14.0,0.01506189601278466,True,7.0,-118.53334743879577,-53.65101497310911,-21.49503982067108,7,8,1.0,0.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON,MINOR_REST_ADVANTAGE"
18,NYJ,MIA,32.0,20.0,12.0,0.5997601918244287,True,-1.5,-113.68037321687439,-79.21320607016673,7.741512775421143,7,7,1.0,4.0,"CLOSE_GAME,DIVISION_GAME,LATE_SEASON"
18,DET,MIN,31.0,9.0,22.0,0.9838446552144511,True,-3.0,5.5538950665579705,1.8111273986480683,21.60721528530121,6,7,2.0,0.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON,MINOR_REST_ADVANTAGE"
